ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.558076302469553,253.84090448277817,16642.884178436914,11.22439456875739,,555.9329912072235,15.1546276922316,81.74609531564079,4.16900526664164,0
7.387433763492869,214.29303229861495,11694.635285297505,9.273679481984235,375.5055830955506,356.8058547224708,15.18450917113671,80.23117222352221,3.8305772720040854,0
7.763415106574563,193.7211193509862,20019.26121482609,8.344391015666405,373.59779045374427,375.07287510019734,11.435979720918908,28.993636315510596,4.113536186706407,0
,205.551854127598,24820.49309120567,7.226877906012522,329.40439987717843,386.3075460767547,9.223072487246498,69.703026085383,4.252220379574883,0
7.509350205118649,192.46795464265927,17045.600094950412,8.815844632888231,346.7418224053179,266.3577439142132,15.930050919809844,83.26252889007111,4.321856146871566,0
,119.88581029792707,22331.237876497587,8.051538021964916,351.16142711715133,472.0640909647271,16.64281537247524,62.64709100380799,4.659394533911933,0
5.05727054567867,155.48772453275805,19003.963899014376,6.250893489724113,305.8497968115242,518.101816131548,15.772437979844312,97.19907686129426,4.432270873166642,0
5.830542048973098,165.4670247187328,30021.25707852206,8.433096578121011,334.39777726148577,494.15450474617086,16.666613474739336,69.58025301155764,5.192116650426924,0
5.859690474378696,163.49689493335308,19231.033290458727,6.541681459799686,339.3714799109463,468.37695543371666,19.74907905708875,61.79097987617131,2.7473328268606116,0
8.891674050856766,184.869606190146,41801.44183689757,3.4095758357574946,337.04710819949133,461.07682103683084,13.715503928181363,42.07812210742334,4.5225992293244355,0
10.154219072428933,244.2093845725566,24755.960255672813,4.711350412540021,299.797515004826,387.5894272002113,15.363598776905633,70.8232435520352,3.730899268667571,0
,227.4326629452866,32102.190705252207,3.646847512468539,321.6710734340228,433.27649073049884,11.690091220032286,57.049689898910394,3.581036881421095,0
7.683156515101875,221.57534727835315,25475.884843892596,9.914965569441655,,372.8039093210936,12.054439239597741,51.89250007728792,4.78132309399482,0
7.455541163214249,225.31415091536135,16242.0602812753,8.204102140049303,350.108093451594,331.67382444251,13.114965415811469,60.16214812631485,2.9303645961216582,0
,217.94497910755365,37820.047327483495,8.299339281001231,,367.57008163685595,15.421033533163325,36.44661433028514,2.994780121985052,0
4.8118324898032325,150.4512796011593,27547.807056356603,7.569543692616456,296.0021940743876,521.5615612656642,16.29583717445803,44.28855177225893,2.8609929488436383,0
5.720136479125319,182.44015986658104,13463.852418845432,8.253966478239233,,401.509481048087,13.361777551994464,52.95290368890775,3.5132554958442737,0
9.961503136754187,276.6997645001548,18743.22249362019,9.16073963943493,361.2211655449381,457.5515592245331,21.564488663701184,93.74033372475233,5.215590495080511,0
3.2309731059187423,120.78544948310383,13691.094972435034,6.835951440246375,328.24028919650993,261.4352151594753,18.406139020307307,54.85212343389985,3.2819205591698437,0
10.188432654950683,286.5679908209781,7105.800708757526,9.840540425325521,321.6860585050679,437.8795084739577,12.87159906639232,78.7320551070203,4.635243482549487,0
6.262907281727785,185.98265157126224,5157.053599876038,7.804390760364753,338.1953870424825,570.2882599968038,14.601443149348256,,4.5949191563642495,0
7.399811393921775,229.7762645225177,28630.954415716587,8.711705729168445,302.31575926455537,437.3669087698364,11.927552443287027,78.57644087112864,3.803723817903262,0
9.271668544453812,256.27339253623904,26912.22841698465,5.766780235697147,274.6461166013127,467.7523179288561,12.376685964258343,89.90494985504222,3.7442036323060304,0
4.704183667003456,169.94391362220776,7028.839617265691,8.987042737214756,317.82981362018035,289.5375294678856,8.069436300643986,63.66494910472319,4.138994399941143,0
8.654792650142806,218.1726596472281,14799.31146415062,6.164048563812341,366.14799151073123,416.8703326101443,8.954519548868973,72.62027967629705,5.148137887599708,0
8.018771948965188,228.11146257358064,27405.316211764228,6.491360267833637,,494.6204406572959,8.716667102841996,56.18885177598891,4.356279098148036,0
8.18936335603807,229.6084992628306,13197.56681452117,6.007956224293777,334.0542887454589,605.4657471003279,14.861377090171857,103.32285469952943,3.688298056277853,0
9.341091803370398,230.43005585779156,18254.11065602348,6.113973911925935,,294.58283245107896,12.908754747857586,91.85652703828245,4.598786500022123,0
,228.25199483106684,18593.222636013652,5.905206999217824,,475.29573327780145,13.672646799134384,54.492468787347754,4.122850190557185,0
4.891960039961394,153.5062323362838,9559.54739235584,7.847066470239234,349.824390368496,496.8728454764106,11.457623889964566,61.11052919376668,3.9042699551582665,0
6.056817844582385,211.7658864715774,4440.277357352502,9.507303261832131,,316.9217755347997,17.76639712322566,53.5411906294422,3.3580608070454523,0
5.655117422470192,146.7620232813935,19271.90312346903,6.39143892140127,316.49563058220923,469.8950015549349,11.97141687184319,62.004563201076834,4.401152242426085,0
7.890263352659877,164.70803490168726,17645.06533969323,7.141359630149279,,634.1181328033695,21.97715822373516,33.27929798660851,4.636738762684457,0
11.907739829669831,298.09867947877547,17083.17508543493,5.878992533499542,,400.3307975835265,14.0633696616257,64.36859317878266,4.256415420544105,0
8.81147224773704,270.2095492136374,12138.4229544071,10.520555008740166,360.2955742715124,437.51542143666796,15.952680361231785,67.87849673085896,5.58739598761068,0
4.126581310415113,113.02447173130597,40528.80535252192,6.489951185968773,,392.10914552579163,15.793391696969422,68.79744323944128,3.504750791059393,0
5.735358658660184,149.17169026665542,28628.15185643749,5.073073966079366,,465.5548936998726,12.201950022329015,65.9098503743173,4.085054788353829,0
8.000775801322487,237.51925049670766,18419.132883475,8.323329911892767,308.0063209830255,396.37655428409346,13.49253564509769,82.7532777661235,4.519209517780029,0
8.77504747012084,191.52687441559203,21768.640743818403,4.751004539411941,387.24555227245594,435.52339754528504,11.875184163890083,56.02909753244856,3.8306988640461883,0
8.303831038249468,222.95003678494282,26030.618513623973,7.1089736528102545,,368.2844943663672,14.383584700151289,70.07270036461732,3.3926567014093307,0
5.082241431687362,191.7670470482911,17739.198960066573,9.111721943377136,309.7875154938142,413.15863613027193,12.307108874891924,88.89255530989499,5.056378662464013,0
5.813546487993315,184.03177581948404,10112.207322290684,6.536992176124827,309.45118665243217,441.59402675603786,11.438175280709345,77.50819277379296,3.721425933150612,0
3.4223941642163864,141.30030500237513,16017.611896143499,8.21471355900591,,580.8707591437523,10.603280004233454,94.94910830899913,3.676245974726413,0
5.913374863624714,148.60794425320634,14467.785926491073,6.159095130224607,,427.04098167178466,14.423403589694601,56.46038631836534,2.4998319694156934,0
6.783023739620584,236.2788665335002,8213.772244714322,9.33286124155813,,501.0185347496342,11.590706615138856,91.68093129587082,4.778808149718986,0
6.836059947015487,205.6677184747493,18321.327501510954,6.71285418648211,297.83718775679733,494.4842494689976,13.808923298821242,70.71422549854512,4.9525082474539595,0
4.884388228619609,136.55778486351255,28392.42497620195,8.440399977615007,,386.1040001509584,13.831876766554615,73.82455573856876,3.6167005352463515,0
8.331553235054374,238.99241414897253,11635.772076239662,3.923239293988017,276.4022799305985,406.24512876558725,15.410763802541567,,2.6923888795667317,0
7.81965915392936,225.1068358440284,16403.952381052644,7.093310282333076,313.1681338022443,413.2089485139823,15.375616216770482,32.681851150243276,2.402337210865,0
5.428356913745278,167.0173833883084,24930.19881121592,7.967085789423574,334.08697707537203,400.3934374892375,18.179148875531837,70.31269587431886,2.8478435375612254,0
4.556656719060655,156.42294088267818,14400.71862855609,9.461285079679993,,483.7457161392814,7.897724428684114,54.91394345874514,4.392257324547549,0
7.333003447205329,189.4479647438605,32358.538595071623,6.346378213674078,341.34644310357527,490.62529134689737,12.537466280049216,61.58137808693837,2.642003806281338,0
7.1143867193719466,196.53396007421458,27022.70850479579,6.176786258666059,,497.5236046476758,18.704278537998903,59.73043814571691,3.762682465763934,0
6.376950463991447,170.227079802342,16079.361250418166,5.433802467728858,331.8568920571772,311.77290011697585,15.703707226309632,54.01311184747893,4.284387095962003,0
9.338235018430641,248.37601559864987,17416.80177954899,6.665873260533698,342.7208076895702,505.6774088556664,19.742815270925803,58.658529846099995,1.8725726008413162,0
,130.55856146255113,17429.584949659697,6.3176544269347366,322.0595875907542,524.6456427603447,15.318048390229194,75.37640813561349,5.541322279631281,0
8.933877610085764,278.2317535555544,14179.622740757457,8.128262379819619,318.3565023281675,335.2405111582438,16.664900007773383,48.35725675238977,4.374796521715554,0
10.600589992057158,274.9687829357338,21558.308741146284,6.1128190829090325,350.36370282930966,331.12049587292546,12.610798619869797,,5.477700313791723,0
6.8388167067275365,196.19621328987586,11877.236648749766,9.624699426514695,365.3488403434551,363.80347647662916,14.924058068282193,41.12138241369346,4.776536254772465,0
5.600876517470604,183.57378304518835,20411.664380714097,9.753766227622148,336.4048186843101,368.3599839519765,11.095878005944371,66.82012406162275,4.362033669355959,0
6.1025333060713525,179.39723218654674,24196.26441490278,7.155343780063374,321.4421133079332,525.900094922427,13.478149838010154,60.05829023408375,2.292573781243537,0
6.490922996455369,189.03158818746772,30453.623185522123,6.060118929707662,297.51279913594885,476.9167255566883,14.97396965437764,47.01288944376571,4.372333382242299,0
8.506979070074129,197.7451411812109,20098.19951797769,6.4565557573367265,344.1272533979067,555.9197962034071,9.028358906244819,78.93309630823819,3.8817938351483177,0
7.4132883405347805,196.45230247043963,17465.345582051854,6.309195827173505,355.16479233181985,300.93349153001304,13.178068884095296,80.60477634414252,3.290105906261202,0
,252.40456462351648,20197.24766773848,2.562255458189081,350.54775728028994,454.96981206764906,12.03186303409484,69.29225204248847,5.146442623782875,0
7.586235787902423,190.89021933202565,16409.936560013983,5.739025428182478,,402.7994966727517,13.906081958154914,95.38266213691833,4.351335081254766,0
7.103348375140523,249.58935873150398,4425.426440298955,8.211762261710513,293.07866601232297,268.4408502490151,18.422985406844305,68.47419413026635,4.417193560665691,0
6.153495923977116,163.20554797657982,48175.85209292948,7.15380339665979,299.56675093202745,344.71697552529366,5.159380307579738,55.52894860117351,4.819970457896787,0
2.376768075959951,129.86397280975163,11684.11163739329,9.974807880251229,301.4297472651064,503.91038983141334,8.741257762405041,76.31069467654957,3.6292177681489743,0
7.51483566596394,215.4395234698759,17017.429960403075,7.417040991861769,335.65245394916735,483.6580284429556,14.532854308702554,66.03724573865367,4.299732160445903,0
7.445189293060908,225.39778687678495,24741.534999229276,9.248499178324941,,402.11561603216313,15.53597901395375,87.08391927495543,3.6378945812142147,0
4.835297728180936,136.29503661188215,23031.215807155993,5.560179470099503,358.933088695935,567.4636696236504,11.505803320357472,60.773857109911404,3.633760608001249,0
8.376279724659616,248.1328614247554,27824.190483374845,7.100523370752641,343.0579753047423,433.44989943159834,18.658886322011142,53.30375956762684,5.703962806658419,0
7.9459090689348315,213.0664066766147,16769.89054626555,4.745340496708158,292.41924692255157,478.1667104571711,14.189856463396097,82.05440433794729,3.5854312498873027,0
8.727778876323073,202.41950478059005,25521.889224175808,3.8302384224449897,326.9079235592875,461.95881193567845,16.611457873349252,104.37325014190674,3.831540450516013,0
6.0894308462971924,207.26713265566883,11339.166054617472,8.888347448853745,317.27912321854524,531.7689877890376,11.674318086336541,48.35824968112536,4.366860919211035,0
7.172323075211824,191.3894224915491,14702.05906858412,6.557104819555656,313.8662821657234,525.031020156224,12.630181641633271,108.2652267903176,3.0842156404583103,0
8.332953484844603,236.53240416246214,18881.795177645276,4.2756930471398,,384.72916237632757,15.121055225824932,55.50773876389136,3.40829958802318,0
,231.9732976203514,21460.838159637806,8.673483138205778,360.6722106910353,375.0820594095009,12.17878804128219,66.86450107734379,3.95509083425873,0
4.563370643484322,152.90756062034006,13490.608147782807,7.499916848308452,338.58492124673256,524.1080235682906,14.14398936552601,69.01623970585928,4.825179225576871,0
,181.08065631795264,30050.43944645153,7.975630924046423,360.0869012109182,378.1542339078276,17.67456509302508,,3.5224864626363397,0
3.6768449933847727,173.67770207295308,22581.224488235966,12.653362021943142,289.12684572757513,599.7292459226587,8.386407450304489,49.6585535944622,5.461473095749794,0
,169.35592717386942,23133.662352905092,8.247827609786238,337.04789601137617,330.35532264434534,14.74909031027562,58.35685104211581,3.5171530228599703,0
7.8890797349062165,208.4023672254965,24974.692773772982,7.296281894131476,,453.16698664135515,12.529679590067701,60.43501603557154,4.034040700765162,0
5.5257685450431415,188.1559799186756,16113.010553529986,8.306926276895082,,363.471851126453,12.09451300749447,74.71867577366002,4.401412624381881,0
4.85805560159329,159.69555433147855,32886.52889859088,7.689304574094695,,337.3880348305506,23.10801589294806,76.09446943611884,4.130972246502359,0
3.2728200975185464,145.4923057599013,7408.976195914595,11.996015117959512,336.6878090650066,433.70967213274787,10.458874227225579,,4.318516117496335,0
7.1175786583500535,186.19968042370706,31528.94868997698,6.387037207808662,335.3488806722955,380.5782648244125,19.073995511174246,75.90307214842461,4.333401737047984,0
7.822257362901787,200.0027932060902,22411.006863644405,5.28359355165118,343.08037715977423,593.483602346069,12.273073322273945,75.25621194813101,3.080865918611655,0
4.334057805514532,155.82935040812563,13351.41382996239,8.603926761542617,321.7869652717761,387.52183305951456,7.809444539319998,77.87921905501783,2.6135320972149896,0
,214.03531216797404,10039.538375695814,10.130125039963344,383.7542994625281,487.42163499985935,18.91758398711039,51.48535051250388,3.259749193787483,0
8.839583902216155,246.0664756445115,21179.76258787499,7.717662267670843,343.0473836611294,753.3426195583046,16.917900791784916,60.43603209332861,3.1180394543789456,0
5.290666876847178,160.4320288205544,9265.104947513526,9.272066266646704,358.547147467949,464.57333821732254,11.22081748921238,67.64606591824145,3.530573615782637,0
7.873271692669199,182.64665849280084,25337.122963124162,3.7150653515864875,362.4846035904741,315.1899480242942,12.13242544717923,65.49992501934084,3.306392909436918,0
7.148440931892334,173.27281821073927,30656.16311302757,4.737825631334102,,525.884832982694,14.567818921408957,57.822022692003095,4.308569820911373,0
6.453605209394529,175.47933973972238,25257.64928627955,7.62652961074346,263.40125835281054,376.5248871279276,15.755402036806572,,5.568264940032508,0
,189.82341767748656,20278.33827161957,6.799940085166233,,314.8341750163426,10.092087058569177,46.62929866785426,4.940014517196936,1
5.654118943459351,171.75155094811768,16431.20489706385,7.2834542169338,387.90463186466707,419.0973060519303,11.814852379052638,86.30823644715008,3.4662644582513105,1
7.650683237261012,239.4901476171355,15326.925014361675,8.927896393026264,373.4363117236974,425.3363524592642,17.88359172083949,,4.0437108836976625,1
6.4182030571970845,173.44621380578974,19617.308493681245,7.396472119149486,321.865250214064,391.6674663783132,18.453950772089797,46.345863776731626,2.6709767469328685,1
6.848000112594903,199.77681389459036,26296.948300252538,7.339173310543906,354.25055480333185,397.5364707259912,22.139958377616153,51.53496489332906,3.8152276087163606,1
6.991685152928785,152.97621710585375,20389.593815747434,2.648389906859159,331.25291635773544,460.14617415464585,15.485377868080832,69.67003776931779,3.724823560337372,1
5.924799469006341,111.47858175418116,15413.896147652375,6.900029880617981,347.86183690896894,277.5880745769892,13.261143111954482,74.19399491645981,4.188927903696815,1
7.526680395036496,192.16709613811528,38468.413583930356,6.616367521487831,290.6417397203143,449.31753395481263,13.055894456884118,58.76861279467931,4.1482231286287385,1
,233.0634259085382,36640.37136619578,10.000217756125702,435.11518856560645,337.6644115494392,16.635475987044515,61.073709925035885,4.849755347855416,1
5.324641431045321,142.80697796677873,728.7508295768456,8.403316436536477,,496.9976016482841,15.174663734169542,60.07785240476825,3.6520033552178717,1
9.038326068974225,227.35765928621876,34353.839725198755,5.573277338729333,231.0536871188208,421.66448244657175,16.331421476287858,92.64338257359545,3.706265891722728,1
5.945988643250958,151.68579710944456,12356.905622174421,7.894120346705541,342.0291151694418,471.12212520683875,15.72546711577786,57.6830674988963,3.7933292763371305,1
6.195086857984779,195.4431596237088,19331.1940423265,9.112558175692884,342.87180667804705,425.50287367216885,17.212455066655195,85.11419625334946,4.196558262262504,1
9.062822324592787,246.62970098442764,27959.926160914205,5.649970632740677,308.7807685791531,434.3954389767979,21.142052798710267,44.14934780319219,3.730369857064929,1
7.137428697435654,210.502749534901,17506.60880253229,7.304928195439939,301.64200437408357,304.23948088461,13.076007475080644,64.23094245618721,2.964181350437086,1
6.232010556459672,208.66817151495923,12149.696730308779,8.56003932416824,,325.3447060796601,13.246995476140512,33.38035358893525,1.6415150097935705,1
7.780868679242907,221.84449325551486,40483.73038912539,6.1460984395154945,302.32967382496975,563.7199666725719,11.753045758326323,51.55946461543819,4.602026774692102,1
7.150046115062049,238.79823022056974,14708.47418515277,8.606774254853429,450.9144544082035,365.7391216578084,14.966532191622093,53.14497859329936,2.633890804064505,1
4.574124682109073,134.2012886926389,22520.418640021984,8.191827053754649,403.3423898821915,372.20013890001513,11.260913502896074,69.04715947562285,3.086499925758962,1
6.179312077651539,159.77326423152047,21532.519232080427,8.063334618675412,272.44084830538725,509.77211049122945,11.010544566409294,99.9962857074477,2.9519609352512814,1
5.566328462754787,153.77551401483097,14574.66110047644,8.011549699404979,,388.0503622880175,14.200557221783868,75.55521876927654,3.424760733829153,1
,160.09508576759228,26561.569491317667,7.18702165829636,322.0904651822847,372.62352926831016,11.455203405009456,57.15095807193552,5.136779753078214,1
7.185167714343043,209.68313959422147,24909.78314722172,6.691069585839307,,501.7854199862957,16.088648266460552,75.67132940431965,3.9558469776104976,1
,160.91581487826275,13943.244973660278,8.399729961537624,380.7684781849012,344.15422833174625,15.208691090560194,75.57505559125502,4.141552313336079,1
6.990452676633395,225.9234457930579,17679.351101001837,7.248866700092826,377.8680395092279,527.2058183861027,13.78726395823503,87.83904965248152,5.184441994818037,1
5.810742057236217,151.87617187372092,25419.551655141102,7.874166460655202,313.3647973555195,494.1529743470612,14.646684965981876,77.37381254511361,3.4369668618570386,1
7.444165851996699,211.44632377966144,20003.4976805052,7.238301519625709,,524.6452350998102,13.778225664592469,49.90089916521223,3.8208657041290115,1
4.374877631689642,144.23718065681612,17384.257185795246,8.898436157830814,,402.2711824297717,13.715804370747207,55.989796157136894,3.0301078473339866,1
6.602539771517404,174.63297715067193,21607.483238238594,6.581327180699622,308.9314205965471,657.5704217644253,9.06444501890411,68.82704725271194,3.5924960849831393,1
6.857493757803479,233.21057499872182,22603.649454364735,6.627059043301967,368.105783101925,412.4346768867728,16.92617480326595,62.55789982166269,4.306581068206637,1
,176.7721861181688,19486.191112150933,7.9601329058027295,412.40727797286064,276.58861018264633,16.710056082827577,33.56304027529272,3.8881773831283613,1
6.789820821454213,197.30001438829112,22527.681207020963,5.166942295288669,399.981754613406,422.48202893411946,15.91660512559946,47.93510492969858,4.5120682052334455,1
8.560349290980842,244.79670522681778,14254.66131588101,7.453900170724688,315.97114737909334,500.586607820739,18.22874853177251,57.36554110438134,2.939212581325054,1
,113.17596460727073,9943.92978526269,6.337137942441213,354.29756524708256,415.3383368798727,19.67616854859483,23.07580599653685,3.787475537347365,1
8.277058197816894,242.55924577575604,12715.814279597913,5.1287325411688105,371.3027473027786,561.7611560542605,15.220021381154822,61.79901423925479,3.7513240908875005,1
,157.7815546789862,13711.723281811464,6.1339351436364415,,289.74667444182705,13.172721295124006,60.45776434336739,5.068469997878655,1
6.921257043340869,158.29205740728023,31177.133368775983,6.978993268667014,,531.6574429387377,11.482186616548063,59.998554156145495,3.5403842778756953,1
5.636923560026004,159.13941002573804,27283.780654727874,6.91872650291659,328.90728656201156,317.8309806971181,13.61140839333325,36.33519850696025,3.0071380985115814,1
6.607503310701949,231.56579882259484,26420.809564132014,9.577820262974319,418.2409428398651,443.31577488370687,15.671203071781918,61.364420992509764,3.4471112186330335,1
4.951413520154646,153.21214977311226,20117.359061039177,8.985571802690806,391.0690453986924,418.3301951097606,11.83169083850197,68.38761309007789,3.8706812846517558,1
5.913132932597382,184.39315608915098,40847.760146381224,7.041827749776457,331.95996373112564,563.4099696654001,21.917376989820298,58.83920331016405,3.900211313902089,1
,232.4687267350907,15873.034428156288,6.365468783544862,313.2636073203046,365.62648671306613,10.39293652412914,59.659209458562685,4.706774891746261,1
5.796236902009642,156.347094601636,15671.119286683359,8.408831552008218,,571.613700899304,17.548424733507545,74.40270156034495,2.4836433968894216,1
5.039673103915176,154.4183296387872,23027.549759335314,7.759843399542577,422.7690683261634,490.33276147156005,17.7283890375611,69.50852573109637,4.864866409455395,1
6.1635190153593635,185.7903173427265,37282.522490237425,8.240831774349724,,411.1835886977137,16.16205859332007,84.93140177637781,3.477244889243602,1
6.339142826418309,167.41971059696183,16364.159409157837,8.095991371989015,312.3940785189842,372.5116274171839,21.887087694546437,91.06635624934006,3.3557650163097223,1
7.61067277645396,193.66187049860335,20511.62083191808,6.654331842184067,,394.59540591035824,14.319384212713544,39.49726395871697,5.404817647950804,1
5.782079033854955,200.40479472212957,25366.120686890386,9.270066162696256,,525.5329651390581,10.675517529189335,54.08109391932219,5.059361568255062,1
6.451503543212321,179.52892540419757,7990.891467648895,6.1968764897226,377.2698410872411,386.5417614408622,15.43451342453659,74.99251991228921,6.307678472047721,1
,179.57809454728397,47591.28318329641,8.09730168272536,,548.870510162091,13.800070750872294,58.219800425207396,3.68559289638376,1
6.9204487000696915,196.31940126016775,39251.18212911576,8.493784319811613,317.38231458726574,487.504368020183,14.697844527710402,41.753727405934086,4.498818335873909,1
6.549187601426585,212.9221414949659,19236.012494926068,7.960190043633312,,424.3980267319668,12.587047874082316,49.585572718743,4.190311120790964,1
6.3932313449189255,185.8361581971575,17258.114034877264,7.32999890233211,330.13213850397693,326.42705471809035,11.650393393363402,47.64001392430701,3.6443881273520127,1
6.100245391093,160.60823048420997,13886.809713477494,7.542775331563176,366.688794745683,449.94828652782576,18.722859886617414,64.39052126130528,2.174898198676531,1
6.3594313098556325,208.2030205731445,23347.17270988485,9.000395497752294,,336.58561043285806,14.173906229256772,,3.6364949109479676,1
6.272474990901286,190.20071312769585,14642.205540005174,9.734512546383284,399.0529411395514,448.56825977891293,16.557176634632867,74.4353886192217,4.612535780383918,1
,161.25033056751795,23469.22086693208,8.392832050577809,,448.7879639198399,13.836279976784965,70.20673965682607,3.6002204377572,1
7.493843860854462,197.33129091104317,26678.392878738523,7.198434575553271,269.892346696778,375.50306244103007,13.134916625076414,69.59080593173351,3.8199465596846975,1
7.63526469216248,205.06763140175235,17796.374638357433,7.156737918080303,306.8002861322346,370.56102702169966,17.486815069373108,32.9207203557343,3.9483035163532407,1
9.097617417474694,263.82412017721305,38413.05708961672,7.634362144497116,274.95902794760167,437.26353132033125,18.285882103015297,74.51256519402813,5.4736632488956545,1
8.040144167343296,224.86348197975474,6879.764653372923,8.136930576288464,418.9550102706045,360.9576787634873,12.405913152097355,73.21799019374033,3.986459812349238,1
7.296908882387336,149.0794957561743,15931.429225597616,6.550096293006814,276.0132734412326,367.9048021033115,14.723055277882509,62.634448904012885,4.671448182615176,1
8.22680803429499,191.2786805505674,16472.192309271515,6.8639270579151646,,354.9262268283152,15.183645523829796,63.41678671446479,2.1887018433563847,1
8.014183072060874,244.12009776712233,30566.767504053954,7.7144465596726395,307.9874583188546,309.9304282029631,22.641597926415386,61.57846145092755,3.4170761989488176,1
9.252893397357361,236.0987858057547,12855.346238177453,5.784975793149856,276.2863048240161,329.9227653683522,12.609076683762396,55.617760011103655,3.5664347304327535,1
7.2881127068161735,216.61247489358416,18979.981691997367,7.668510397528325,358.9786197167675,384.69495523570447,14.163606934570225,53.31304554858022,3.6269899604038986,1
4.865444268085012,114.46389984219503,32858.48309646261,7.473070208285623,365.30113520961913,533.3032206134925,16.15159980857203,45.647387625417096,5.070254359377525,1
4.762828659328944,153.2970184052645,22777.532069498073,6.841720702011132,,522.736232995813,15.785508966566056,86.12861265369574,2.471786245060302,1
5.141506876714266,111.9940275170517,11288.634718378025,5.8417498740425255,389.2256728839607,315.2296649504816,12.982475620735102,81.15923927984623,4.510578266177086,1
4.8863798036263955,159.3179721842128,38633.30516883611,8.37017929917063,375.8991685935278,448.05086582994244,16.82061517732626,59.18318960874478,3.227849086219344,1
9.454119448104636,224.81713176634082,21379.963927406425,5.407691662106037,227.66563528463143,431.6130013390234,15.772333808298356,52.03384490115086,4.0586260103019,1
7.000523220722731,219.44263968437767,26012.130277781263,6.280886804932884,395.2413289704521,483.31988069379685,19.538635114010503,46.861383946118096,4.333688587372011,1
8.323982150124747,262.21858527677756,21292.82875462119,7.076944002447285,350.3257358347887,538.7922673434368,17.684654632778177,72.34381220534354,4.153782657266314,1
6.643158712135614,188.9135411469536,32873.820021715685,6.791509363412849,333.8488418801131,336.56150104700754,14.706810313722087,67.84484886059036,4.562197671215202,1
,208.2045307343122,17835.3090128928,8.930329974650807,351.21496237157373,278.2606083658911,10.208344451693051,52.24851658027645,5.709690240551309,1
6.758656470581755,190.3372799418265,20666.453159471203,6.783660242388362,,484.6087110686154,9.784776715189537,86.69545110842313,2.7438902217611556,1
8.628893415492303,186.6377118589591,13688.074338907056,6.289036105400298,254.35880116793822,392.7068863553571,12.387632982640127,53.15076473573193,3.071350370794229,1
9.794717848521511,254.42506637463424,12490.55827605843,5.992480374252229,291.19726053329634,576.0460834739301,11.665297002454565,80.69821421798687,2.807129774600525,1
5.376078292034362,185.54047780277233,36026.40155635119,9.649943357503718,343.4866326741927,347.56506646308213,14.004448806342566,,3.629250321506012,1
5.603325960876688,207.89718718220348,36873.55798910287,7.631345800124248,404.672920868325,511.4375201166876,13.515235725797368,85.3455848549943,3.9004213611254857,1
8.592417714156252,228.67603566526756,33013.47977434919,8.172356270228677,,328.5584399484513,17.128154585557013,,3.7012879418226268,1
7.266781485544794,178.2577102462834,27468.681706961735,6.043959345191263,314.3906280806606,400.62498730718914,13.665327972182354,87.13187298667233,3.9198270449578096,1
8.064652809050983,214.81668099928447,27172.893572936166,6.369175394060361,253.48122792295464,490.2803525532353,12.458830368999259,65.39948446652211,3.3241126143010953,1
,222.2687210999229,18406.594175572456,8.183988309256264,,395.44879922975906,9.475981380426731,79.85232988199215,3.71095753994514,1
